index,Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Tags,lat,lng,countries
479746,Via Laietana 49 Ciutat Vella 08003 Barcelona Spain,8/5/2015,9.0,Ohla Barcelona, United Kingdom ,No Negative, Great staff lovely hotel with gorgeous rooftop pool fantastic location,9.6, leisure trip  couple  superior double or twin room 1 2 adults  stayed 2 nights ,41.3870479,2.174336,spain
479800,Via Layetana 3 Ciutat Vella 08003 Barcelona Spain,8/9/2015,7.8,Barcelona Hotel Colonial, Norway ,No Negative, Great location nice hotel friendly staff ,9.6, leisure trip  couple  double or twin room  stayed 1 night ,41.3822909,2.1807447,spain
479980,Via Lazzaretto 5 Central Station 20124 Milan Italy,8/11/2015,8.4,NH Milano Machiavelli, Netherlands , Not enough personnel at the reception desk took too long to check in and out , Location clean ,7.1, leisure trip  couple  standard double or twin room  stayed 2 nights  submitted from a mobile device ,45.4776167,9.2016244,italy
480133,Via Lazzaro Palazzi 18 Central Station 20124 Milan Italy,8/4/2015,8.5,Hotel Sanpi Milano, Lebanon , Not good too far, Nothing,2.9, leisure trip  group  double or twin room  stayed 3 nights  submitted from a mobile device ,45.4777623,9.203169,italy
480369,Via Lentasio 3 Milan City Center 20122 Milan Italy,8/9/2015,7.7,Best Western Hotel Ascot, Netherlands , The aircondition that did not function properly was too warm , This hotel is located near the city centre Parking garage was opposite the hotel ,5.8, leisure trip  couple  standard double or twin room  stayed 1 night  submitted from a mobile device ,45.4580137,9.1913676,italy
480450,Via Lodovico Il Moro 117 Navigli 20143 Milan Italy,8/16/2015,7.7,Ca Bianca Hotel Corte Del Naviglio, Australia ,No Negative, Office staff were great and very helpful ,7.9, leisure trip  couple  double room  stayed 6 nights  submitted from a mobile device ,45.443502,9.1377081,italy
480613,Via Lorenteggio 278 Lorenteggio 20152 Milan Italy,8/16/2015,7.0,IH Hotels Milano Lorenteggio, United States of America , Air conditioning in the bedrooms was broken in the middle of July , Staff was helpful,5.4, leisure trip  family with older children  2 rooms  stayed 1 night  submitted from a mobile device ,45.4436132,9.1161094,italy
481053,Via Lucio Giunio Columella 36 Distretto Viale Monza 20128 Milan Italy,8/4/2015,8.3,Hilton Garden Inn Milan North, France , The bed, Modern and nice hotel Breakfast is good Room a bit small,8.3, leisure trip  group  twin room  stayed 1 night  submitted from a mobile device ,45.5161671,9.2272778,italy
481094,Via Ludovico Di Breme 77 Certosa 20156 Milan Italy,8/4/2015,8.1,DoubleTree By Hilton Milan, Saudi Arabia , The complementary water was delivered on the first day only, location decorations staff hospitality parking,9.6, leisure trip  family with young children  2 rooms  stayed 2 nights  submitted from a mobile device ,45.5005657,9.1383663,italy
481327,Via Luigi Galvani 12 Central Station 20124 Milan Italy,8/16/2015,8.2,Hilton Milan, Denmark , Th executive lounge could need some renovation and more choices, Very friendly staff good location very good breakfast,9.2, leisure trip  couple  queen room with executive lounge access  stayed 3 nights ,45.4862032,9.200322,italy
481337,Via M Buonarroti 13 Fiera Milano City 20149 Milan Italy,5/31/2016,8.0,Hotel Wagner, United Kingdom , Little bit tired decor Rooms not completely soundproofed, Staff were helpful Location very close to metro Good value,7.5, leisure trip  couple  standard double room  stayed 1 night ,45.4684949,9.1550355,italy
481399,Via Mac Mahon 45 Sempione 20155 Milan Italy,9/20/2016,7.5,Hotel Boutique Duomo, Finland ,No Negative, Nice quiet room and a good breakfast I enjoyed ,8.8, business trip  solo traveler  deluxe single room  stayed 2 nights ,45.4909585,9.1614268,italy
481623,Via Manin 7 Milan City Center 20121 Milan Italy,8/6/2015,8.4,Hotel Manin, Iraq , Staff should be more friendly, Lovley hotel perfect location,8.3, leisure trip  couple  classic double or twin room  stayed 2 nights  submitted from a mobile device ,45.4739801,9.1960671,italy
481701,Via Manzoni 29 Milan City Center 20121 Milan Italy,8/9/2015,9.1,Grand Hotel et de Milan, Denmark , Noisy, Perfect location,8.3, leisure trip  couple  deluxe double or twin room  stayed 2 nights ,45.4699058,9.1925024,italy
481857,Via Manzoni 31 Milan City Center 20121 Milan Italy,8/4/2015,9.2,Armani Hotel Milano, Qatar , Nothing, Worth the money everything in the room including mini bar is free,10.0, couple  deluxe double room  stayed 3 nights  submitted from a mobile device ,45.470532,9.19302,italy
481964,Via Masaccio 19 Fiera Milano City 20149 Milan Italy,8/11/2015,8.3,Meli Milano, Saudi Arabia ,No Negative, I think this what u call it a fife star hotel,10.0, leisure trip  family with young children  premium twin room  stayed 6 nights  submitted from a mobile device ,45.4792738,9.1459546,italy
482084,Via Mauro Macchi 1 Central Station 20124 Milan Italy,8/10/2015,8.4,Hotel Mediolanum, China , wifi is not very good in some area of the room , Design,9.2, leisure trip  family with older children  2 rooms  stayed 2 nights ,45.4813423,9.2039494,italy
482404,Via Mazzini 4 Milan City Center 20123 Milan Italy,8/10/2015,9.3,UNA Maison Milano, United States of America ,No Negative, Location exceptionally helpful and welcoming staff great breakfast comfortable beds spacious rooms excellent showers ,10.0, leisure trip  family with older children  superior double room  stayed 2 nights  submitted from a mobile device ,45.4633289,9.1884242,italy
482593,Via Mecenate 121 20138 Milan Italy,8/7/2015,8.0,Novotel Milano Linate Aeroporto, United States of America , The staff was rude and unwelcoming ,No Positive,2.5, leisure trip  group  superior twin room  stayed 2 nights ,45.4481878,9.2570459,italy
482724,Via Medici 3 Milan City Center 20123 Milan Italy,8/6/2015,8.0,Hotel Carrobbio, France , No wi fi in the room Quite noisy , Good area Clean Confortable bed ,7.5, leisure trip  solo traveler  standard single room  stayed 3 nights  submitted from a mobile device ,45.4606597,9.1810947,italy
482901,Via Melchiorre Gioia 6 Garibaldi Station 20124 Milan Italy,8/11/2015,8.2,NH Milano Grand Hotel Verdi, Russia , aircondition in one night has stopped and it was terrible night without it , good quality cost relation ,8.3, business trip  group  standard double or twin room  stayed 3 nights ,45.4814923,9.192023,italy
483058,Via Melchiorre Gioia 73 Central Station 20124 Milan Italy,8/6/2015,8.5,Crowne Plaza Milan City, United Kingdom ,No Negative, Good location Efficient service and very clean with good facilities in the room,8.3, leisure trip  family with older children  superior twin room  stayed 1 night ,45.4896727,9.2006406,italy
483193,Via Messina 10 Sempione 20154 Milan Italy,2/15/2016,8.2,Leonardo Hotel Milan City Center, Italy , Breakfast not include too expensive room Service too, Nice building,7.5, couple  comfort double room  stayed 4 nights  submitted from a mobile device ,45.482442,9.1756982,italy
483262,Via Molino Delle Armi 1 Angolo Corso Italia Milan City Center 20123 Milan Italy,8/6/2015,8.5,Petit Palais Hotel De Charme, Iceland , The shower is not great and the staff could be friendlier , Location breakfast wifi very good air conditioning,9.2, leisure trip  couple  deluxe double room  stayed 3 nights  submitted from a mobile device ,45.4559784,9.1871812,italy
483311,Via Monte Rosa 90 Fiera Milano City 20149 Milan Italy,8/22/2015,7.5,Mokinba Hotels Montebianco, United Kingdom ,No Negative, Staff can speaking english and are very helpful location is very nice ,8.8, leisure trip  family with young children  double or twin room  stayed 1 night ,45.4788051,9.1446276,italy
483450,Via Morigi 2 Milan City Center 20123 Milan Italy,8/8/2015,7.4,Hotel Mentana, Hungary , Narrow bed noisy airconditioning small lift breakfast from the supermarket, good location spacious room shutter ,6.3, leisure trip  family with older children  double or twin room  stayed 1 night ,45.4622972,9.1814695,italy
483569,Via Murat 21 Niguarda 20159 Milan Italy,8/4/2015,7.5,Atahotel Contessa Jolanda, Italy , Paid wifi,No Positive,5.4, business trip  solo traveler  superior double or twin room  stayed 6 nights  submitted from a mobile device ,45.4984161,9.1904375,italy
484621,Via Napo Torriani 18 Central Station 20124 Milan Italy,8/4/2015,9.2,Hotel Berna, Norway , Rooms a bit small , Nice beds polite and helpful staff good wifi clean ,7.5, leisure trip  family with young children  comfort double or twin room  stayed 1 night ,45.4826692,9.2034371,italy
484927,Via Napo Torriani 24 Central Station 20124 Milan Italy,8/6/2015,8.5,Best Western Atlantic Hotel, Australia , Nothing, The breakfast was great the location close to train station staff really helpful,7.5, couple  economy double room  stayed 3 nights ,45.4830211,9.2033246,italy
485008,Via Ozanam 12 Citt Studi 20129 Milan Italy,8/7/2015,8.3,LHP Hotel Napoleon, United Kingdom ,No Negative, Everything,10.0, business trip  couple  superior double or twin room  stayed 4 nights ,45.4802415,9.2131919,italy
485020,Via Palmanova 153 20132 Milan Italy,4/11/2017,6.7,Ibis Styles Milano Palmanova, Egypt , the morning shift staff are very nice while the night shift at the reception was very bad,No Positive,6.3, business trip  group  twin room  stayed 2 nights ,45.5045259,9.246461,italy
485159,Via Panfilo Castaldi 7 Central Station 20124 Milan Italy,8/5/2015,7.7,Mokinba Hotels Baviera, South Korea , 1 not fancy so fancy room as the picture 2 Cleaners broke cell phone cable and left there as if nothing happened, 1 Decent location,4.2, leisure trip  couple  double or twin room  stayed 3 nights ,45.4782808,9.1997755,italy
485247,Via Pietro Calvi 32 P Vittoria 20129 Milan Italy,12/15/2015,8.1,Hotel Vittoria, Netherlands , beds were not as comfortable as I had hoped , good location friendly staff nice value for money ,8.3, leisure trip  group  double or twin room  stayed 2 nights ,45.463135,9.2102,italy
485751,Via Pietro Gaggia 3 Ripamonti Corvetto 20139 Milan Italy,8/9/2015,8.1,Starhotels Business Palace, Switzerland , if you are looking for some modern hotel go somewhere else it is an older comfortable business hotel, awesome location by the metro,8.8, leisure trip  group  superior triple room  stayed 3 nights ,45.43784,9.230901,italy
485831,Via Pietro Orseolo 1 Navigli 20144 Milan Italy,9/2/2015,8.3,Hotel Mercure Milano Solari, United States of America , staff is not so friendly , Very nice and modern room Wifi is fast ,8.3, leisure trip  couple  standard room with 1 kingsize bed  stayed 1 night  submitted from a mobile device ,45.4565757,9.1684824,italy
485938,Via Poliziano 11 Sempione 20154 Milan Italy,9/1/2015,8.2,ADI Hotel Poliziano Fiera, Turkey , Breakfast can be better Rooms need some renovation , Very close to MiCo center and very clean ,7.9, business trip  family with older children  deluxe double or twin room  stayed 3 nights ,45.4837173,9.1649371,italy
485955,Via Privata Fratelli Gabba 7 B Milan City Center 20121 Milan Italy,8/7/2015,9.2,Bulgari Hotel Milano, United Kingdom , A little overpriced, The Spa was incredible,9.6, couple  junior suite  stayed 3 nights  submitted from a mobile device ,45.4701334,9.1897405,italy
486331,Via Privata Leopoldo Gasparotto 8 Central Station 20124 Milan Italy,8/6/2015,8.4,Best Western Madison Hotel, United Kingdom ,No Negative, Location to Central station literally 4 minutes walk staff where lovely food in restraunt very good price for central milan brilliant,10.0, business trip  solo traveler  double or twin room  stayed 1 night ,45.4881471,9.2016609,italy
486409,Via Privata Polonia 10 20157 Milan Italy,8/12/2015,7.7,The Hub Hotel, Belgium ,No Negative, situation de l h tel par rapport l exposition universel ,6.3, leisure trip  couple  double room  stayed 3 nights ,45.5138582,9.1194759,italy
486435,Via Riccardo Lombardi 9 11 20153 Milan Italy,8/25/2015,8.4,Hotel Silver, Kuwait , One of the receptionist is very rude ,No Positive,7.9, business trip  solo traveler  double room  stayed 3 nights ,45.4589731,9.0687506,italy
486585,Via Roberto Lepetit 15 Central Station 20124 Milan Italy,8/4/2015,8.3,Colombia, China , Poor selection of breakfast, Their curtains can block all the light and can be the guarantee of a good night s sleep ,7.5, leisure trip  solo traveler  single room  stayed 1 night ,45.4829817,9.2041911,italy
486698,Via Rubens 21 San Siro 20148 Milan Italy,8/17/2015,8.5,Antares Hotel Rubens, France , Wifi quality, Very kind staff and family like atmosphere,8.3, leisure trip  family with young children  triple room  stayed 1 night ,45.4670579,9.1427822,italy
486944,Via San Raffaele 3 Milan City Center 20121 Milan Italy,8/4/2015,8.3,STRAF a Member of Design Hotels , Bahrain , The staff at the front desk was not helpful nor was he honest He kept texting on his phone while I was waiting to be checked in, Location,7.1, leisure trip  couple  standard double room  stayed 1 night  submitted from a mobile device ,45.465237,9.191247,italy
487037,Via San Raffaele 6 Milan City Center 20121 Milan Italy,9/10/2015,8.3,Sina The Gray, Canada , The shower was awful Triangular in shape Very low pressure for hot water , Can t have a better location Very cozy and quiet hotel ,7.5, business trip  solo traveler  double room  stayed 2 nights  submitted from a mobile device ,45.4655368,9.1914986,italy
487119,Via San Tomaso 6 Milan City Center 20121 Milan Italy,8/18/2015,9.0,Antica Locanda Dei Mercanti, United States of America ,No Negative, It is on the second floor and very quiet Small and good for adults ,7.9, business trip  solo traveler  superior double or twin room  stayed 2 nights  submitted from a mobile device ,45.467298,9.1846982,italy
487187,Via San Tomaso 8 b Milan City Center 20121 Milan Italy,8/18/2015,8.9,Palazzo Segreti, Switzerland ,No Negative, Location Location ,10.0, leisure trip  couple  superior double room  stayed 2 nights  submitted from a mobile device ,45.4672309,9.184154,italy
487364,Via Santa Marta 4 Milan City Center 20123 Milan Italy,8/4/2015,9.2,Hotel Santa Marta Suites, France , Viewless room but normal due to the building, Staff pleasant and helpfull location price,10.0, leisure trip  couple  double or twin room  stayed 2 nights  submitted from a mobile device ,45.4630441,9.183607,italy
487397,Via Santa Radegonda 14 Milan City Center 20121 Milan Italy,8/10/2015,8.2,TH Street Duomo, Saudi Arabia , Difficult to know the place at first time due to no sign board Reception available in another place , Room size Satellite TV Very quite,9.6, leisure trip  couple  double room  stayed 2 nights ,45.4657568,9.1916674,italy
